InvoiceID,SupplierID,InvoiceNumber,Amount,Date,Channel,Status,Dept
366,5035,INV-8314YF,3287.69,2025-06-21,Portal,Pending,Operations
367,5022,INV-0831ld,4172.97,2026-02-18,Email,Flagged,Marketing
368,5036,INV-7042GE,252.74,2025-10-23,Email,paid,Marketing
369,5022,INV-4292qF,1584.55,2025-12-14,Email,Flagged,Marketing
370,5047,INV-2107PV,4194.7,2025-10-26,Portal,Flagged,Logistics
371,5009,INV-2088ok,961.28,2025-10-04,Paper,paid,Marketing
372,5004,INV-8510Xt,1665.98,2026-03-04,Paper,Flagged,Logistics
373,5026,INV-5485od,4198.98,2026-03-24,Email,paid,Logistics
374,5031,INV-3309kg,3950.8,2026-02-23,Paper,paid,Marketing
375,5047,INV-5333dD,419.22,2025-09-22,EDI,paid,IT
376,5041,INV-9050RT,2338.24,2026-03-17,Portal,Flagged,Marketing
377,5015,INV-0327wT,253.57,2025-05-13,EDI,Pending,Marketing
378,5033,INV-8245tw,2395.13,2026-04-08,Email,paid,IT
379,5047,INV-5596Yn,1566.94,2026-01-31,Email,Pending,Operations
380,5021,INV-1813wi,21.39,2025-07-04,Portal,paid,Marketing
381,5017,INV-3727Aq,2841.59,2026-04-23,Email,paid,Logistics
382,5033,INV-8665HI,3715.75,2025-11-24,Paper,paid,Logistics
383,5017,INV-7191JC,2426.69,2026-02-24,EDI,paid,Logistics
384,5041,INV-7098Sz,2183.26,2025-12-17,Email,paid,Logistics
385,5023,INV-5495aK,1837.04,2025-07-04,Paper,Flagged,Marketing
386,5022,INV-4430lG,1535.89,2026-02-26,Email,Flagged,Marketing
387,5039,INV-0785ME,2883.32,2025-06-13,Paper,Pending,IT
388,5001,INV-2504FS,621.97,2025-10-07,Portal,paid,Marketing
389,5010,INV-7783Ys,4415.24,2025-10-30,Email,Pending,Operations
390,5012,INV-2797hh,911.28,2026-02-21,Portal,Pending,IT
391,5044,INV-4885uV,3835.38,2025-11-05,EDI,paid,Operations
392,5021,INV-7175Zk,3184.6,2026-02-06,Portal,Pending,Marketing
393,5011,INV-5511uq,4346.29,2026-01-18,Portal,Pending,Operations
394,5037,INV-5119ud,2887.24,2026-02-10,EDI,paid,Marketing
395,5031,INV-0246hU,3158.58,2026-04-25,EDI,Pending,Marketing
396,5002,INV-8355vB,4780.43,2026-03-18,EDI,Flagged,Marketing
397,5046,INV-6087hO,154.04,2026-01-24,Email,Flagged,IT
398,5010,INV-3211KQ,1206.05,2025-12-14,EDI,Pending,IT
399,5011,INV-2161Sr,509.06,2025-08-02,Portal,Flagged,IT
400,5020,INV-4989PX,4560.62,2026-03-22,Portal,paid,IT
401,5014,INV-3771tY,2402.63,2025-05-13,Portal,Pending,IT
402,5008,INV-5597iT,1535.67,2025-07-17,EDI,Flagged,Marketing
403,5014,INV-5714st,1290.13,2025-11-09,EDI,Pending,IT
404,5032,INV-7206rN,1635.09,2026-04-12,EDI,Flagged,IT
405,5040,INV-2626xG,276.59,2025-11-19,EDI,Pending,Logistics
406,5026,INV-7443op,3146.99,2026-04-25,Email,Flagged,Marketing
407,5045,INV-5724Qt,4882.25,2025-11-06,EDI,paid,Logistics
408,5036,INV-2440em,1963.74,2025-11-24,Portal,Pending,Operations
409,5043,INV-3030wi,244.06,2026-03-03,Paper,paid,IT
410,5025,INV-9956yV,1305.94,2026-03-22,EDI,paid,Operations
411,5009,INV-0219Bg,1244.21,2025-08-12,Portal,Flagged,Operations
412,5017,INV-4518Bj,1287.89,2026-04-05,Paper,paid,Logistics
413,5050,INV-7119rJ,159.87,2026-03-07,Email,paid,Marketing
414,5043,INV-8226oN,1572.11,2025-08-22,Email,paid,Marketing
415,5032,INV-5712Du,416.29,2026-05-05,Paper,Flagged,Operations
416,5008,INV-8346YU,889.0,2025-08-15,EDI,Pending,IT
417,5048,INV-5377uj,1656.97,2025-11-17,Portal,Pending,IT
418,5047,INV-5032fn,4060.46,2026-04-15,Email,paid,Operations
419,5034,INV-2109zR,1657.82,2025-07-06,Email,Flagged,IT
420,5022,INV-5205oJ,3819.23,2025-10-24,EDI,Pending,Logistics
421,5015,INV-7216KM,2848.97,2026-02-24,Portal,paid,Marketing
422,5025,INV-6332mp,3721.48,2025-11-11,Email,Pending,Marketing
423,5021,INV-2744yl,1821.06,2025-06-05,Portal,paid,Logistics
424,5048,INV-7367Nh,2115.7,2025-07-23,Portal,paid,Operations
425,5021,INV-3176So,709.08,2025-12-28,Email,Pending,Logistics
426,5008,INV-6338ey,1817.08,2025-08-27,Portal,paid,Marketing
427,5020,INV-9793ic,4083.52,2026-01-20,Email,paid,Marketing
428,5027,INV-4226Dw,419.74,2026-01-02,Paper,paid,Marketing
429,5016,INV-8314Rs,374.88,2026-04-23,Portal,Flagged,Marketing
430,5029,INV-7083yT,1297.41,2026-03-09,Paper,Pending,Marketing
431,5001,INV-4557pf,3093.84,2025-07-06,Email,paid,Marketing
432,5022,INV-6917dB,665.36,2026-03-31,Email,Pending,Logistics
433,5008,INV-4653xr,597.4,2025-05-13,EDI,Pending,IT
434,5046,INV-0221Xp,3150.01,2025-11-18,Portal,paid,Operations
435,5035,INV-4606wY,934.03,2025-10-18,Portal,Flagged,Operations
436,5017,INV-8594ma,1062.93,2025-11-27,EDI,paid,IT
437,5036,INV-6204pI,1411.86,2025-11-30,EDI,Flagged,Logistics
438,5022,INV-7140Lj,3232.1,2026-02-13,EDI,Flagged,IT
439,5042,INV-9114qX,3761.15,2026-05-07,Paper,paid,Operations
440,5006,INV-5221ba,1151.86,2026-03-17,Paper,paid,Logistics
441,5018,INV-1562Gt,1711.82,2025-10-27,Portal,Flagged,Marketing
442,5041,INV-6897he,4428.42,2025-07-13,EDI,paid,Marketing
443,5033,INV-6797Jd,4137.88,2026-01-08,EDI,Flagged,Marketing
444,5029,INV-8126Ga,336.88,2025-07-05,Portal,Pending,IT
445,5006,INV-4706uU,1059.24,2025-05-18,EDI,Pending,IT
446,5002,INV-3684ki,4635.78,2025-07-27,EDI,Pending,Logistics
447,5028,INV-7740Tq,4391.17,2025-09-15,Email,paid,Operations
448,5030,INV-1766NY,4693.98,2025-12-05,Portal,Pending,Logistics
449,5037,INV-4183bX,4263.12,2026-02-28,Paper,Flagged,Marketing
450,5015,INV-2630xC,3217.59,2026-03-15,Email,Pending,Operations
451,5037,INV-4599GC,369.51,2026-03-02,Portal,paid,Marketing
452,5034,INV-3270ke,4525.4,2026-01-15,EDI,paid,IT
453,5044,INV-2873bV,4655.98,2025-10-05,Portal,paid,Logistics
454,5013,INV-6461rl,4859.31,2026-01-06,Portal,Flagged,Operations
455,5003,INV-3097CY,199.3,2025-11-03,Email,Pending,Marketing
456,5046,INV-7784hI,4022.5,2026-03-14,EDI,Flagged,Operations
457,5033,INV-9331nV,3996.5,2025-07-22,Email,paid,Marketing
458,5022,INV-3482SK,2280.59,2025-07-07,Portal,Flagged,Marketing
459,5034,INV-3934vT,1060.72,2025-10-22,EDI,Flagged,IT
460,5002,INV-3539rr,4623.27,2025-09-21,EDI,Flagged,Logistics
461,5044,INV-6125jU,2573.3,2026-04-04,Portal,Flagged,Logistics
462,5005,INV-5201bj,1462.59,2026-01-12,Email,Pending,Marketing
463,5008,INV-1213sg,1679.62,2026-03-21,Email,Flagged,Logistics
464,5014,INV-3638Gz,1213.33,2026-05-02,Portal,paid,Logistics
465,5009,INV-4026qa,3211.01,2025-12-28,EDI,Pending,IT
466,5048,INV-4667at,1534.57,2025-07-20,Paper,paid,Marketing
467,5038,INV-1559sM,4366.39,2026-03-19,EDI,paid,Marketing
468,5007,INV-9224Tc,4900.41,2026-02-17,Paper,paid,IT
469,5032,INV-3523Gd,3185.96,2026-04-16,Portal,paid,IT
470,5023,INV-8997wP,4702.36,2025-12-20,Portal,Pending,Operations
471,5025,INV-2718sy,1105.18,2026-02-10,Paper,Pending,Marketing
472,5001,INV-8026YG,1388.92,2025-05-13,Email,Flagged,Logistics
473,5028,INV-7838Ul,2440.9,2026-01-24,Paper,Pending,Marketing
474,5030,INV-2725tx,1401.22,2025-10-30,EDI,Pending,IT
475,5044,INV-3006pL,1132.86,2025-09-14,Paper,Flagged,Operations
476,5024,INV-0536wN,2113.53,2025-08-06,Email,Flagged,Operations
477,5004,INV-7813WU,3153.84,2025-06-13,Email,Flagged,Operations
478,5006,INV-4263yH,3533.98,2025-06-16,Portal,paid,IT
479,5038,INV-0354iF,371.19,2025-05-19,Paper,Pending,IT
480,5027,INV-0362Jf,3790.94,2025-10-26,Paper,paid,Operations
481,5046,INV-4447UM,1865.94,2025-10-05,Email,Pending,Logistics
482,5012,INV-5441II,2479.51,2025-10-17,Paper,Pending,Logistics
483,5045,INV-4152Cj,78.63,2025-07-31,Email,paid,Logistics
484,5009,INV-0726NR,4466.3,2025-12-27,Email,Pending,Logistics
485,5014,INV-6797aD,2988.79,2025-11-21,Portal,Flagged,Logistics
486,5017,INV-5748bn,50.61,2026-01-22,Portal,paid,Marketing
487,5004,INV-0174Hj,2243.67,2026-02-19,Paper,Pending,IT
488,5032,INV-4685XV,317.27,2026-01-08,Paper,Pending,Logistics
489,5025,INV-6756Oi,109.54,2025-07-08,EDI,Flagged,Logistics
490,5001,INV-2526OW,1031.96,2025-06-25,EDI,Pending,Logistics
491,5028,INV-4042Qu,3702.1,2026-05-10,Portal,Flagged,Logistics
492,5006,INV-9078pe,3806.05,2025-08-29,EDI,paid,Logistics
493,5041,INV-8778fl,4513.94,2025-12-13,Paper,Pending,Marketing
494,5012,INV-2950Kx,1795.5,2025-07-12,Email,Flagged,IT
495,5013,INV-6423aB,956.23,2026-03-10,EDI,paid,Marketing
496,5023,INV-0986DR,4329.43,2026-01-05,Paper,paid,Marketing
497,5016,INV-5172pG,599.07,2025-07-24,EDI,Pending,IT
498,5036,INV-7764PH,584.94,2026-03-19,Email,Pending,IT
499,5038,INV-6355RN,2573.55,2025-06-19,Paper,paid,Marketing
